x,y,score1,score2
540,150,6.81,5.49
540,160,1.13125,0.92
540,170,0.69875,1.78625
540,180,0.715,1.60375
540,190,0.73625,0.82125
540,200,0.6975,0.675
540,210,0.735,1.00875
540,220,0.96,1.24125
540,230,0.95625,0.9175
540,240,0.75125,0.80625
540,250,0.565,0.8725
540,260,0.80125,1.1325
540,270,0.96125,1.02875
540,280,0.8775,0.69125
540,290,0.82375,0.755
540,300,0.63375,0.55375
540,310,0.53,0.6225
540,320,0.68375,0.845
540,330,0.6475,0.6225
540,340,0.45625,0.60375
540,350,0.4025,0.355
540,360,0.44375,0.5775
540,370,0.76375,0.5775
550,0,0.31625,0.42
550,10,0.26,0.34375
550,20,0.38375,0.3575
550,30,0.35125,0.41
550,40,0.5725,0.67625
550,50,0.505,0.52875
550,60,0.425,0.44625
550,70,0.38125,0.3775
550,80,0.3025,0.26375
550,90,0.34,0.24875
550,100,0.3775,0.52375
550,110,0.68375,0.41625
550,120,0.77375,0.66
550,130,0.94875,1.425
550,140,2.26,1.64375
550,150,4.25375,3.69125
550,160,0.6425,0.8825
550,170,0.5375,1.38
550,180,0.7025,1.5825
550,190,0.85625,0.725
550,200,0.695,0.8775
550,210,0.7675,0.77625
550,220,0.89,0.8875
550,230,0.82625,0.945
550,240,0.64625,0.8825
550,250,0.65875,0.81125
550,260,0.785,1.0225
550,270,1.00125,1.015
550,280,0.8275,0.845
550,290,0.6975,1.0725
550,300,0.5425,0.72
550,310,0.745,0.78875
550,320,0.71125,0.98875
550,330,0.52,0.39375
550,340,0.4875,0.5075
550,350,0.565,0.57125
550,360,0.515,1.125
550,370,0.71125,1.125
560,0,0.31,0.29625
560,10,0.2475,0.28
560,20,0.3525,0.425
560,30,0.26375,0.40375
560,40,0.3925,0.39375
560,50,0.375,0.36375
560,60,0.37125,0.335
560,70,0.34875,0.31375
560,80,0.42,0.36875
560,90,0.445,0.45625
560,100,0.32625,0.915
560,110,0.355,0.35625
560,120,0.37,0.4375
560,130,0.62,0.48125
560,140,0.96125,0.985
560,150,1.08,4.1725
560,160,0.5775,1.1375
560,170,0.6375,1.4575
560,180,0.69,1.55125
560,190,0.86375,0.69875
560,200,0.67875,0.75
560,210,0.74125,0.89125
560,220,0.8725,0.76375
560,230,0.7475,0.8125
560,240,0.76875,0.9075
560,250,0.83625,0.705
560,260,0.78125,1.20625
560,270,0.82125,1.18875
560,280,0.89375,0.785
560,290,0.65625,0.8275
560,300,0.6025,0.68
560,310,0.81,1.1425
560,320,0.875,1.3625
560,330,0.6325,0.64875
560,340,0.68,0.6575
560,350,0.73625,0.55875
560,360,0.6675,1.00375
560,370,0.78,1.00375
570,0,0.31,0.35125
570,10,0.2475,0.25
570,20,0.3525,0.45125
570,30,0.26375,0.4025
570,40,0.3925,0.42375
570,50,0.375,0.2825
570,60,0.37125,0.2425
570,70,0.34875,0.38
570,80,0.42,0.29125
570,90,0.445,0.53
570,100,0.32625,0.92875
570,110,0.355,0.41875
570,120,0.37,0.3475
570,130,0.62,0.7175
570,140,0.96125,1.00625
570,150,1.08,4.8225
570,160,0.5775,1.095
570,170,0.6375,1.3775
570,180,0.69,1.4325
570,190,0.86375,0.66125
570,200,0.67875,0.6875
570,210,0.74125,1.1925
570,220,0.8725,0.96125
570,230,0.7475,0.77625
570,240,0.76875,0.8
570,250,0.83625,0.6475
570,260,0.78125,1.04625
570,270,0.82125,0.91625
570,280,0.89375,0.72
570,290,0.65625,0.91125
570,300,0.6025,0.715
570,310,0.81,0.92
570,320,0.875,0.835
570,330,0.6325,0.56375
570,340,0.68,0.62625
570,350,0.73625,0.69
570,360,0.6675,0.94625
570,370,0.78,0.94625
